sigungu	dangi	area	cntr_ym	cntr_d	price	dong	floor	built_year	road_nm	trns_type	agent_gu	register_ymd
서울특별시 용산구 이촌동	한강(대우)	135.5	202107	8	243000	-	24	2000	이촌로 181	-	-	-
서울특별시 용산구 이촌동	현대맨숀	121.44	202107	8	200000	-	3	1975	이촌로 303	-	-	-
서울특별시 용산구 이촌동	대림	59.22	202107	8	149500	-	2	1994	이촌로2가길 122	-	-	-
서울특별시 용산구 이촌동	반도	136.21	202107	7	260000	-	12	1977	이촌로 324-10	-	-	-
서울특별시 용산구 이촌동	강변	63.93	202107	5	97000	-	1	1971	이촌로 104	-	-	-
서울특별시 용산구 이촌동	LG한강자이	169.44	202107	5	335000	-	8	2003	이촌로64길 15	-	-	-
서울특별시 용산구 이촌동	LG한강자이	169.44	202107	5	335000	-	8	2003	이촌로64길 15	-	-	-
서울특별시 용산구 이촌동	대림	114.96	202107	3	217000	-	10	1994	이촌로2가길 122	-	-	-
서울특별시 용산구 이촌동	한강(대우)	84.98	202107	3	195000	-	1	2000	이촌로 181	-	-	-
서울특별시 용산구 이촌동	현대한강	84.88	202107	2	156000	-	1	1997	이촌로34길 29	-	-	-
서울특별시 용산구 이촌동	현대맨숀	173.16	202107	2	229998	-	3	1974	이촌로 303	-	-	-
서울특별시 용산구 이촌동	현대맨숀	139.97	202106	29	239998	-	7	1974	이촌로 303	-	-	-
서울특별시 용산구 이촌동	한강(대우)	84.98	202106	28	208000	-	7	2000	이촌로65가길 3	-	-	-
서울특별시 용산구 이촌동	래미안첼리투스	124.02	202106	26	430000	-	46	2015	이촌로 310	-	-	-
서울특별시 용산구 이촌동	한강(대우)	134.13	202106	26	250000	-	24	2000	이촌로 181	-	-	-
서울특별시 용산구 이촌동	대림	84.78	202106	26	178000	-	15	1994	이촌로2가길 122	-	-	-
서울특별시 용산구 이촌동	동아그린	59.58	202106	26	125000	-	20	1999	이촌로 100-8	-	-	-
서울특별시 용산구 이촌동	대림	84.78	202106	24	170000	-	14	1994	이촌로2가길 122	-	-	-
서울특별시 용산구 이촌동	한강(대우)	84.94	202106	21	197000	-	3	2000	이촌로 181	-	-	-
서울특별시 용산구 이촌동	동부센트레빌	84.65	202106	19	183000	-	6	2001	이촌로 174	-	-	-
서울특별시 용산구 이촌동	강촌	59.12	202106	19	165000	-	15	1998	이촌로87길 14	-	-	-
서울특별시 용산구 이촌동	강서	53.26	202106	18	80000	-	1	1972	이촌로34길 10	-	-	-
서울특별시 용산구 이촌동	강변	66.08	202106	18	80000	-	3	1971	이촌로 104	-	-	-
서울특별시 용산구 이촌동	동부센트레빌	100.92	202106	17	194500	-	6	2001	이촌로 174	-	-	-
서울특별시 용산구 이촌동	한강(대우)	84.98	202106	17	195000	-	17	2000	이촌로 181	-	-	-
서울특별시 용산구 이촌동	리버뷰	152.3	202106	16	146500	-	7	1970	이촌로 224	-	-	-
서울특별시 용산구 이촌동	리버뷰	152.3	202106	16	146500	-	7	1970	이촌로 224	-	-	-
서울특별시 용산구 이촌동	대림	114.96	202106	16	201000	-	14	1994	이촌로2가길 122	-	-	-
서울특별시 용산구 이촌동	LG한강자이	203.21	202106	15	435000	-	12	2003	이촌로64길 15	-	-	-
서울특별시 용산구 이촌동	현대맨숀	146.38	202106	14	215000	-	9	1974	이촌로 303	-	-	-
서울특별시 용산구 이촌동	강촌	106.645	202106	14	190000	-	1	1998	이촌로87길 14	-	-	-
서울특별시 용산구 이촌동	한강(대우)	60	202106	12	168000	-	18	2000	이촌로 181	-	-	-
서울특별시 용산구 이촌동	한가람	59.88	202106	12	158000	-	1	1998	이촌로65가길 51	-	-	-
서울특별시 용산구 이촌동	한가람	59.88	202106	11	158000	-	2	1998	이촌로65가길 51	-	-	-
서울특별시 용산구 이촌동	한강(대우)	84.98	202106	5	200000	-	20	2000	이촌로 181	-	-	-
서울특별시 용산구 이촌동	우성	114.74	202106	5	214000	-	11	1995	이촌로 193	-	-	-
서울특별시 용산구 이촌동	동부센트레빌	100.92	202106	4	210000	-	25	2001	이촌로 174	-	-	-
서울특별시 용산구 이촌동	우성	114.74	202106	3	199500	-	4	1995	이촌로 193	-	-	-
서울특별시 용산구 이촌동	현대한강	84.88	202106	2	163000	-	7	1997	이촌로34길 29	-	-	-
서울특별시 용산구 이촌동	래미안첼리투스	124.35	202106	2	327998	-	26	2015	이촌로 310	-	-	-
서울특별시 용산구 이촌동	LG한강자이	169.71	202105	31	358000	-	16	2003	이촌로64길 15	-	-	-
서울특별시 용산구 이촌동	장미	98.36	202105	28	68800	-	13	1975	이촌로64길 61	-	-	-
서울특별시 용산구 이촌동	이촌코오롱(A)	84.78	202105	27	208000	-	22	1999	이촌로87길 21	-	-	-
서울특별시 용산구 이촌동	강촌	106.645	202105	27	200000	-	5	1998	이촌로87길 14	-	-	-
서울특별시 용산구 이촌동	삼익	145.19	202105	27	233000	-	4	1979	이촌로 260	-	-	-
서울특별시 용산구 이촌동	삼익	104.86	202105	27	168850	-	5	1979	이촌로 260	-	-	-
서울특별시 용산구 이촌동	한가람	114.96	202105	26	215000	-	2	1998	이촌로65가길 23	-	-	-
서울특별시 용산구 이촌동	이촌동삼성리버스위트	134.9	202105	26	215000	-	2	2002	이촌로88길 30	-	-	-
서울특별시 용산구 이촌동	반도	167.18	202105	26	215000	-	9	1977	이촌로 324-10	-	-	-
서울특별시 용산구 이촌동	래미안첼리투스	124.02	202105	26	417498	-	42	2015	이촌로 310	-	-	-
서울특별시 용산구 이촌동	래미안첼리투스	124.02	202105	26	345998	-	24	2015	이촌로 310	-	-	-
서울특별시 용산구 이촌동	삼익	104.86	202105	26	169350	-	6	1979	이촌로 260	-	-	-
서울특별시 용산구 이촌동	현대맨숀	99.13	202105	25	188995	-	13	1975	이촌로 303	-	-	-
서울특별시 용산구 이태원동	청화1	142.71	202204	22	260000	-	6	1982	장문로 27	중개거래	서울 용산구	-
서울특별시 용산구 이태원동	청화1	142.71	202204	6	245000	-	11	1982	장문로 27	중개거래	서울 용산구	-
서울특별시 용산구 이태원동	청화1	174.38	202203	20	290000	-	4	1982	장문로 27	중개거래	서울 용산구	-
서울특별시 용산구 이태원동	남산대림	149.53	202202	15	190000	-	1	1994	녹사평대로 254	직거래	-	-
서울특별시 용산구 이태원동	청화1	174.38	202202	14	289000	-	2	1982	장문로 27	중개거래	서울 용산구	-
서울특별시 용산구 이태원동	청화1	174.38	202202	14	289000	-	2	1982	장문로 27	중개거래	서울 용산구	-
서울특별시 용산구 이태원동	창덕아파트	84.75	202201	17	80000	-	2	1996	회나무로21길 7	중개거래	서울 용산구	-
서울특별시 용산구 이태원동	청화1	174.38	202201	13	290000	-	8	1982	장문로 27	중개거래	서울 용산구	-
서울특별시 용산구 이태원동	준아트빌	228.02	202112	29	400000	-	14	2008	이태원로27나길 40	중개거래	서울 서초구 서울 용산구	-
서울특별시 용산구 이태원동	용산동아파트	44.76	202111	25	60000	-	7	1969	녹사평대로 250-1	중개거래	서울 용산구	-
서울특별시 용산구 이태원동	퍼시픽맨션골드	201.03	202111	2	165000	-	5	2003	녹사평대로42길 27	중개거래	서울 용산구	-
서울특별시 용산구 이태원동	이태원(이테크빌)	84.48	202110	12	160000	-	3	2002	이태원로20길 31	-	-	-
서울특별시 용산구 이태원동	청화1	146.22	202107	6	231000	-	1	1982	장문로 27	-	-	-
서울특별시 용산구 이태원동	청화1	174.38	202107	5	275000	-	2	1982	장문로 27	-	-	-
서울특별시 용산구 이태원동	남산대림	59.92	202106	28	130000	-	2	1994	녹사평대로 254	-	-	-
서울특별시 용산구 이태원동	청화1	105.72	202106	16	190000	-	11	1982	장문로 27	-	-	-
서울특별시 용산구 이태원동	청화1	142.71	202106	9	228000	-	3	1982	장문로 27	-	-	-
서울특별시 용산구 한남동	한남파라곤	82.5437	202205	20	170000	-	7	2011	한남대로27길 52	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한남더힐	59.686	202205	17	300000	-	5	2011	독서당로 111	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한남더힐	233.062	202205	16	835000	-	7	2011	독서당로 111	중개거래	서울 강남구	-
서울특별시 용산구 한남동	한남동리첸시아	73.39	202205	16	130000	-	4	2004	한남대로 60	직거래	-	-
서울특별시 용산구 한남동	형우베스트빌3차	228.21	202205	16	212200	-	9	2000	독서당로 90	직거래	-	-
서울특별시 용산구 한남동	파르크한남	268.67	202204	30	1350000	-	5	2020	유엔빌리지길 80-36	직거래	-	-
서울특별시 용산구 한남동	한남더힐	235.312	202204	26	850000	-	6	2011	독서당로 111	중개거래	서울 강남구 서울 성동구	-
서울특별시 용산구 한남동	형우베스트빌3차	228.21	202204	15	385000	-	6	2000	독서당로 90	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한남동리첸시아	72.66	202203	30	150000	-	7	2004	한남대로 60	중개거래	서울 서초구	-
서울특별시 용산구 한남동	리버티하우스	143.15	202203	27	135000	-	15	2001	독서당로 70	직거래	-	-
서울특별시 용산구 한남동	형우베스트빌3차	228.21	202203	25	330000	-	3	2000	독서당로 90	중개거래	서울 용산구	-
서울특별시 용산구 한남동	나인원한남	206.8953	202203	24	850000	-	8	2019	한남대로 91	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한남동동원베네스트	81.83	202203	16	135000	-	2	2010	독서당로 22	중개거래	서울 용산구	-
서울특별시 용산구 한남동	리버탑	59.57	202203	13	120000	-	9	2001	독서당로6길 16	중개거래	서울 용산구	-
서울특별시 용산구 한남동	현대하이페리온	197.22	202203	13	390000	-	14	2002	서빙고로 413	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한남더힐	177.764	202203	11	570000	-	2	2011	독서당로 111	중개거래	서울 용산구	-
서울특별시 용산구 한남동	현대안성타워	49.41	202203	8	62000	-	13	1998	이태원로 217	중개거래	서울 강남구	-
서울특별시 용산구 한남동	현대하이페리온	203.76	202203	7	470000	-	15	2002	서빙고로 413	중개거래	서울 용산구	-
서울특별시 용산구 한남동	성아1	52	202202	26	54500	-	11	1970	독서당로 73	중개거래	서울 용산구	-
서울특별시 용산구 한남동	현대하이페리온	203.76	202202	25	470000	-	15	2002	서빙고로 413	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한남힐스테이트	130.898	202201	19	220000	-	1	2003	장문로 141	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한성1	24.76	202112	28	40000	-	-1	1974	독서당로 73-4	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한남더힐	59.686	202112	22	270000	-	2	2011	독서당로 111	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한성1	32.17	202112	15	59500	-	5	1974	독서당로 73-4	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한남동리첸시아	37.53	202112	15	80000	-	11	2004	한남대로 60	중개거래	서울 용산구	-
서울특별시 용산구 한남동	파르크한남	268.95	202112	13	1200000	-	2	2020	유엔빌리지길 80-1	직거래	-	-
서울특별시 용산구 한남동	나인원한남	244.3478	202112	2	900000	-	2	2019	한남대로 91	중개거래	서울 용산구	-
서울특별시 용산구 한남동	현대하이페리온	197.22	202112	1	370000	-	12	2002	서빙고로 413	중개거래	서울 용산구	-
서울특별시 용산구 한남동	파르크한남	268.67	202111	26	1170000	-	4	2020	유엔빌리지길 80-1	직거래	-	-
서울특별시 용산구 한남동	파르크한남	268.95	202111	24	1150000	-	3	2020	유엔빌리지길 80-1	직거래	-	-
서울특별시 용산구 한남동	한남더힐	59.686	202111	24	265000	-	7	2011	독서당로 111	중개거래	서울 용산구	-
서울특별시 용산구 한남동	한남아이파크애비뉴	49.6971	202111	23	120000	-	17	2017	독서당로 46	중개거래	서울 용산구	-
서울특별시 용산구 한남동	대림아르빌	132.89	202111	12	161000	-	2	2005	대사관로11길 21	중개거래	서울 용산구	-
서울특별시 용산구 한남동	태성1	59.95	202111	8	82000	-	3	1975	대사관로24길 8	중개거래	서울 용산구	-
서울특별시 용산구 한남동	태성1	59.95	202110	28	80000	-	4	1975	대사관로24길 8	-	-	-
서울특별시 용산구 한남동	한남동동원베네스트	81.83	202110	28	130000	-	3	2010	독서당로 22	-	-	-
서울특별시 용산구 한남동	나인원한남	273.4125	202110	14	840000	-	1	2019	한남대로 91	-	-	-
서울특별시 용산구 한남동	성아1	44.73	202110	7	48000	-	11	1970	독서당로 73	-	-	-
서울특별시 용산구 한남동	현대하이페리온	197.22	202109	30	350000	-	8	2002	서빙고로 413	-	-	-
서울특별시 용산구 한남동	한남더힐	208.478	202109	28	700000	-	2	2011	독서당로 111	-	-	-
서울특별시 용산구 한남동	한남더힐	208.478	202109	28	700000	-	2	2011	독서당로 111	-	-	-
서울특별시 용산구 한남동	한남아이파크애비뉴	47.8105	202109	27	118000	-	14	2017	독서당로 46	-	-	-
서울특별시 용산구 한남동	현대안성타워	50.85	202109	23	68400	-	10	1998	이태원로 217	-	-	-
서울특별시 용산구 한남동	힐탑트레져1동	206.96	202109	23	290000	-	3	2003	유엔빌리지길 200-16	-	-	-
서울특별시 용산구 한남동	르가든더메인한남	228.34	202109	15	970000	-	6	2019	한남대로10길 16	-	-	-
서울특별시 용산구 한남동	한남더힐	208.478	202109	15	680000	-	4	2011	독서당로 111	-	-	-
서울특별시 용산구 한남동	파르크한남	268.67	202109	9	1080000	-	2	2020	유엔빌리지길 80-1	-	-	-
서울특별시 용산구 한남동	성아1	98.38	202108	23	95000	-	3	1970	독서당로 73	-	-	-
서울특별시 용산구 한남동	한남동리첸시아	72.06	202108	20	127800	-	3	2004	한남대로 60	-	-	-
서울특별시 용산구 한남동	리버티하우스	82.75	202108	19	130000	-	10	2001	독서당로 70	-	-	-
서울특별시 용산구 한남동	한남아이파크애비뉴	113.9509	202108	18	190000	-	18	2017	독서당로 46	-	-	-
서울특별시 용산구 한남동	한남아이파크애비뉴	113.9509	202108	18	190000	-	18	2017	독서당로 46	-	-	-
서울특별시 용산구 한남동	한남동동원베네스트	81.83	202108	9	122500	-	5	2010	독서당로 22	-	-	-
서울특별시 용산구 한남동	현대하이페리온II	227.68	202108	7	425000	-	9	2004	서빙고로 417	-	-	-
서울특별시 용산구 한남동	성아1	82.61	202108	6	70000	-	7	1970	독서당로 73	-	-	-
서울특별시 용산구 한남동	파르크한남	268.67	202108	4	1000000	-	3	2020	유엔빌리지길 80-1	-	-	-
서울특별시 용산구 한남동	대성이태리하우스	84.5	202108	3	142000	-	5	2006	한남대로27길 42	-	-	-
서울특별시 용산구 한남동	뉴캐슬하우스	79.76	202107	27	123000	-	1	2003	대사관로7길 8	-	-	-
서울특별시 용산구 한남동	한남동리첸시아	37.53	202107	24	77000	-	12	2004	한남대로 60	-	-	-
서울특별시 용산구 한남동	나인원한남	206.8953	202107	24	728000	-	4	2019	한남대로 91	-	-	-
서울특별시 용산구 한남동	한남힐스테이트	84.86	202107	22	168000	-	4	2003	장문로 141	-	-	-
서울특별시 용산구 한남동	한남힐스테이트	84.86	202107	22	184000	-	14	2003	장문로 141	-	-	-
서울특별시 용산구 한남동	한남아이파크애비뉴	49.6971	202107	21	108000	-	15	2017	독서당로 46	-	-	-
서울특별시 용산구 한남동	성아1	43.6	202107	19	41300	-	11	1970	독서당로 73	-	-	-
서울특별시 용산구 한남동	성아1	57.39	202107	17	57000	-	10	1970	독서당로 73	-	-	-
서울특별시 용산구 한남동	리버티하우스	173.74	202107	16	185200	-	7	2001	독서당로 70	-	-	-
서울특별시 용산구 한남동	힐탑트레져1동	224.21	202107	15	350000	-	9	2003	유엔빌리지길 200-16	-	-	-
서울특별시 용산구 한남동	한남더힐	177.764	202106	29	520000	-	5	2011	독서당로 111	-	-	-
서울특별시 용산구 한남동	한남더힐	59.686	202106	24	250000	-	10	2011	독서당로 111	-	-	-
서울특별시 용산구 한남동	한남아이파크애비뉴	49.6243	202106	23	89800	-	8	2017	독서당로 46	-	-	-
서울특별시 용산구 한남동	대성이태리하우스	84.89	202106	21	144000	-	3	2006	한남대로27길 42	-	-	-
서울특별시 용산구 한남동	한남아이파크애비뉴	49.6971	202106	17	98000	-	13	2017	독서당로 46	-	-	-
서울특별시 용산구 한남동	현대안성타워	84.98	202106	17	105000	-	10	1998	이태원로 217	-	-	-
서울특별시 용산구 한남동	한남동동원베네스트	81.83	202106	14	126000	-	11	2010	독서당로 22	-	-	-
서울특별시 용산구 한남동	한남동리첸시아	72.06	202106	14	129000	-	9	2004	한남대로 60	-	-	-
서울특별시 용산구 한남동	한남동리첸시아	37.53	202106	5	73000	-	10	2004	한남대로 60	-	-	-
서울특별시 용산구 한남동	한남아이파크애비뉴	78.8463	202105	31	190000	-	18	2017	독서당로 46	-	-	-
서울특별시 용산구 한남동	한남더힐	177.764	202105	28	500000	-	1	2011	독서당로 111	-	-	-
서울특별시 용산구 한남동	한성1	141.26	202105	27	175000	-	4	1974	독서당로 73-4	-	-	-
서울특별시 용산구 한남동	나인원한남	206.8953	202105	26	590000	-	8	2019	한남대로 91	-	-	-
서울특별시 용산구 한남동	르가든더메인한남	227.37	202105	25	400000	-	2	2019	한남대로10길 16	-	-	-
서울특별시 용산구 서빙고동	한강르네상스	60.42	202204	15	145000	-	6	2010	서빙고로62길 27	중개거래	서울 용산구	-
서울특별시 용산구 서빙고동	신동아	140.81	202203	18	405000	-	10	1985	이촌로 347	중개거래	서울 용산구	-
서울특별시 용산구 서빙고동	금호베스트빌1	156.58	202111	3	200000	-	11	2002	서빙고로51길 68-14	중개거래	서울 송파구 서울 용산구	-
서울특별시 용산구 서빙고동	신동아	210.25	202110	18	450000	-	12	1984	이촌로 347	-	-	-
서울특별시 용산구 서빙고동	금호베스트빌1	84.94	202107	31	174000	-	8	2002	서빙고로51길 68-14	-	-	-
서울특별시 용산구 서빙고동	신동아	140.81	202107	9	330000	-	13	1985	이촌로 347	-	-	-
서울특별시 용산구 서빙고동	신동아	95.66	202107	3	258000	-	3	1984	이촌로 347	-	-	-
서울특별시 용산구 서빙고동	신동아	140.81	202106	25	270000	-	4	1985	이촌로 347	-	-	-
서울특별시 용산구 서빙고동	신동아	210.25	202106	21	400000	-	9	1984	이촌로 347	-	-	-
서울특별시 용산구 서빙고동	그린파크(코오롱하늘채)	59.98	202106	19	125000	-	4	2000	서빙고로51길 64	-	-	-
서울특별시 용산구 보광동	리버빌(삼성)	59.7	202204	30	121500	-	5	2000	보광로5길 40	중개거래	서울 용산구	-
서울특별시 용산구 보광동	신동아1	84.93	202204	7	221000	-	1	1992	보광로 14	중개거래	서울 강남구 서울 용산구	-
서울특별시 용산구 보광동	카사빌라	143.08	202111	29	272000	-	5	1995	서빙고로97길 2-7	중개거래	서울 용산구	-
서울특별시 용산구 보광동	주미	69.45	202109	24	170000	-	6	1973	보광로 40	-	-	-
서울특별시 용산구 보광동	리버빌(삼성)	59.7	202108	22	118000	-	9	2000	보광로5길 40	-	-	-
서울특별시 용산구 보광동	리버빌(삼성)	59.7	202107	30	115000	-	3	2000	보광로5길 40	-	-	-
서울특별시 용산구 보광동	신동아1	84.93	202107	29	220000	-	14	1992	보광로 14	-	-	-
서울특별시 용산구 보광동	리버빌(삼성)	84.74	202106	28	165000	-	10	2000	보광로5길 40	-	-	-
서울특별시 용산구 후암동	후암미주	62.28	202303	4	105000	5	4	1980	후암로 71-1	중개거래	서울 용산구	23.05.08
서울특별시 용산구 후암동	후암미주	62.28	202303	2	104500	4	3	1980	후암로 71-1	중개거래	서울 용산구	23.04.05
서울특별시 용산구 후암동	몬테피오레	82.06	202302	26	77100	-	3	2012	두텁바위로69길 29	중개거래	서울 용산구	24.02.05
서울특별시 용산구 후암동	신주에지앙	106.83	202301	30	85000	-	4	2004	후암로28마길 2	중개거래	서울 용산구	-
서울특별시 용산구 후암동	후암미주	63.44	202301	26	105000	3	4	1980	후암로 71-1	중개거래	서울 용산구	23.05.30
서울특별시 용산구 후암동	후암미주	62.78	202212	10	105000	-	5	1980	후암로 71-1	중개거래	서울 용산구	-
서울특별시 용산구 후암동	후암미주	63.44	202210	22	107000	-	2	1980	후암로 71-1	중개거래	서울 용산구	-
서울특별시 용산구 후암동	후암미주	62.28	202209	1	110000	-	6	1980	후암로 71-1	중개거래	서울 용산구	-
서울특별시 용산구 후암동	힐튼빌리지2차	157.37	202207	19	141000	-	2	2002	후암로16나길 23	중개거래	서울 용산구	-
서울특별시 용산구 후암동	후암미주	63.31	202206	23	107000	-	1	1980	후암로 71-1	중개거래	서울 용산구	-
서울특별시 용산구 후암동	후암미주	62.28	202206	4	110000	-	5	1980	후암로 71-1	중개거래	서울 용산구	-
서울특별시 용산구 후암동	신주에지앙	111.4	202205	25	105000	-	3	2004	후암로28마길 2	중개거래	서울 용산구	-
서울특별시 용산구 용산동2가	용암한신	72.66	202303	13	39600	-	1	1982	신흥로2길 58	직거래	-	23.03.23
서울특별시 용산구 용산동2가	용암한신	72.66	202211	24	60000	-	5	1982	신흥로2길 58	중개거래	서울 중구	-
서울특별시 용산구 용산동2가	용암한신	72.66	202207	30	70000	-	7	1982	신흥로2길 58	중개거래	서울 용산구	-
서울특별시 용산구 동자동	센트레빌아스테리움서울	128.06	202304	17	168000	에이	21	2013	한강대로 372	중개거래	서울 용산구	23.09.04
서울특별시 용산구 동자동	센트레빌아스테리움서울	181.5	202302	4	208000	비	32	2013	한강대로 372	중개거래	서울 용산구	23.08.08
서울특별시 용산구 동자동	동자	44	202208	19	50000	-	1	1969	한강대로104마길 30	중개거래	서울 용산구	-
서울특별시 용산구 동자동	센트레빌아스테리움서울	128.06	202207	5	168000	-	16	2013	한강대로 372	중개거래	서울 용산구	-
서울특별시 용산구 동자동	센트레빌아스테리움서울	128.06	202206	27	183000	-	27	2013	한강대로 372	중개거래	서울 용산구	-
서울특별시 용산구 청파동1가	목화	57.5	202303	13	40000	-	6	2004	청파로47나길 45-37	중개거래	서울 용산구	23.08.30
서울특별시 용산구 청파동3가	한울글로리A	65.3	202210	5	49500	-	2	2003	효창원로76길 7	중개거래	서울 용산구	-
서울특별시 용산구 원효로1가	용산파크뷰(46-3)	27.57	202305	12	50000	1	18	2018	원효로 251	중개거래	서울 용산구	23.07.10
서울특별시 용산구 원효로1가	용산파크뷰(46-3)	27.57	202302	25	49500	1	15	2018	원효로 251	중개거래	서울 용산구	23.03.31
서울특별시 용산구 원효로1가	용산더프라임	84.976	202301	14	152500	주거	11	2014	원효로90길 11	중개거래	서울 마포구 서울 용산구	23.04.21
서울특별시 용산구 원효로1가	리첸시아용산A	198.32	202205	31	450000	-	24	2010	백범로 341	중개거래	서울 강남구	-
서울특별시 용산구 원효로1가	용산더프라임	142.901	202205	26	210000	-	32	2014	원효로90길 11	직거래	-	-
서울특별시 용산구 산천동	리버힐삼성	84.98	202305	18	125000	103	13	2001	효창원로 17	중개거래	서울 서대문구 서울 용산구	23.08.31
서울특별시 용산구 산천동	리버힐삼성	59.55	202305	6	93000	113	2	2001	효창원로 17	중개거래	서울 용산구	23.09.20
서울특별시 용산구 산천동	리버힐삼성	59.55	202304	28	105000	105	14	2001	효창원로 17	중개거래	서울 마포구	23.06.15
서울특별시 용산구 산천동	리버힐삼성	114.48	202304	24	135000	101	10	2001	효창원로 17	중개거래	서울 용산구	23.06.30
서울특별시 용산구 산천동	한강타운	59.69	202304	6	81000	102	3	2001	새창로8길 157	중개거래	서울 마포구 서울 용산구	23.05.30
서울특별시 용산구 산천동	리버힐삼성	114.48	202304	3	143000	104	17	2001	효창원로 17	중개거래	부산 해운대구 서울 강남구 서울 용산구	23.05.04
서울특별시 용산구 산천동	한강타운	59.69	202303	11	82500	103	7	2001	새창로8길 157	중개거래	서울 용산구	23.06.08
서울특별시 용산구 산천동	리버힐삼성	114.48	202302	28	140000	101	11	2001	효창원로 17	중개거래	서울 용산구	23.04.24
서울특별시 용산구 산천동	한강타운	59.69	202302	9	80000	103	8	2001	새창로8길 157	중개거래	서울 동작구	23.02.28
서울특별시 용산구 산천동	한강타운	59.69	202212	10	90000	-	12	2001	새창로8길 157	중개거래	서울 마포구	-
서울특별시 용산구 청암동	GS자이	223.75	202304	7	300000	105	7	2005	삼개로 60	직거래	-	23.06.26
서울특별시 용산구 원효로4가	산호	103.67	202305	2	174000	-	3	1977	원효로 66	중개거래	서울 용산구	-
서울특별시 용산구 원효로4가	풍전	67.04	202303	29	74500	나	1	1971	원효로25길 14	중개거래	서울 마포구 서울 용산구	23.06.14
서울특별시 용산구 원효로4가	강변삼성스위트	59.94	202302	28	123000	101	12	1999	원효로 40	중개거래	서울 용산구	23.04.24
서울특별시 용산구 원효로4가	풍전	81.72	202301	20	90000	-	2	1971	원효로25길 13	중개거래	서울 용산구	-
서울특별시 용산구 원효로4가	강변삼성스위트	59.94	202212	29	130000	-	15	1999	원효로 40	중개거래	서울 용산구	-
서울특별시 용산구 원효로4가	풍전	81.72	202206	15	119000	-	2	1971	원효로25길 13	중개거래	서울 용산구	-
서울특별시 용산구 원효로4가	강변삼성스위트	59.94	202206	11	130000	-	15	1999	원효로 40	중개거래	서울 용산구	-
서울특별시 용산구 원효로4가	풍전	81.72	202206	1	119000	-	4	1971	원효로25길 14	중개거래	서울 영등포구 서울 용산구	-
서울특별시 용산구 원효로4가	풍전	81.72	202206	1	119000	-	4	1971	원효로25길 14	중개거래	서울 영등포구 서울 용산구	-
서울특별시 용산구 효창동	예빌리지	107.83	202304	19	65000	예빌리지(2)	7	2004	백범로45길 9-10	직거래	-	23.04.19
서울특별시 용산구 효창동	용산롯데캐슬센터포레	59.9525	202304	17	145000	101	14	2019	백범로 313	중개거래	서울 용산구	23.08.03
서울특별시 용산구 효창동	효창한신	60.4	202304	10	81500	2	6	1987	백범로45길 9-11	중개거래	서울 용산구	23.08.31
서울특별시 용산구 효창동	세양청마루	59.28	202304	7	88000	101	9	2006	백범로 250	중개거래	서울 마포구	23.06.16
서울특별시 용산구 효창동	용산롯데캐슬센터포레	84.9204	202303	31	167000	103	12	2019	백범로 313	중개거래	서울 용산구	23.07.31
서울특별시 용산구 효창동	용산롯데캐슬센터포레	84.9204	202303	17	153000	102	1	2019	백범로 313	중개거래	서울 용산구	23.11.01
서울특별시 용산구 효창동	효창파크푸르지오	84.45	202302	11	155000	103	19	2010	백범로 260	중개거래	서울 용산구	23.05.08
서울특별시 용산구 효창동	세양청마루	84.18	202209	17	99000	-	15	2006	백범로 250	중개거래	서울 용산구	-
서울특별시 용산구 효창동	효창베네스	84.64	202206	24	125000	-	8	2002	효창원로69길 57	중개거래	서울 용산구	-
서울특별시 용산구 효창동	효창파크푸르지오	84.45	202206	23	181700	-	6	2010	백범로 260	중개거래	서울 용산구	-
서울특별시 용산구 효창동	효창파크푸르지오	84.45	202205	30	171500	-	11	2010	백범로 260	중개거래	서울 종로구	-
서울특별시 용산구 도원동	제일1	45.26	202305	2	30000	-	1	1971	새창로12길 11-7	중개거래	서울 용산구	23.08.25
서울특별시 용산구 도원동	삼성래미안	114.99	202304	27	144000	109	6	2001	새창로 70	중개거래	서울 용산구	23.06.27
서울특별시 용산구 도원동	삼성래미안	84.92	202304	21	124700	103	19	2001	새창로 70	중개거래	경기 군포시 서울 용산구	23.06.30
서울특별시 용산구 도원동	삼성래미안	59.94	202304	21	96500	113	1	2001	새창로 70	중개거래	서울 용산구	23.06.02
서울특별시 용산구 도원동	삼성래미안	84.69	202304	17	124000	101	11	2001	새창로 70	중개거래	서울 용산구	23.07.26
서울특별시 용산구 도원동	삼성래미안	59.94	202303	14	95000	115	4	2001	새창로 70	중개거래	서울 용산구	23.06.22
서울특별시 용산구 도원동	제일1	45.26	202302	23	24500	-	1	1971	새창로12길 11-7	중개거래	서울 용산구	23.06.07
서울특별시 용산구 도원동	삼성래미안	59.94	202302	21	106000	113	9	2001	새창로 70	중개거래	서울 광진구 서울 용산구	23.04.17
